time_s,speed_kmh,motor_temp_c,battery_temp_c,controller_temp_c,smoke_ppm,obstacle_distance_m,road_friction,driver_fatigue,driver_attention,autopilot_confidence,takeover_time_s,efficiency_score,brake_margin_m,stopping_distance_m,thermal_risk,smoke_risk,speed_risk,brake_risk,takeover_risk,efficiency_risk,weighted_risk,max_risk,health_score,level
112.0,40.4662,72.8791,50.4224,62.2007,2.6232,55.7351,0.5945,34.2659,78.9515,88.5794,3.048,91.0409,42.092,13.6431,8.2261,10.4929,6.7839,0.0,8.6151,8.9591,6.7356,10.4929,92.425,NORMAL
113.0,39.4848,74.5695,49.2625,60.6514,2.3647,56.9644,0.6017,36.4706,78.32,88.6113,3.754,91.2973,44.0315,12.9328,13.0556,9.4586,12.2589,0.0,22.192,8.7027,10.3919,22.192,87.8328,NORMAL
114.0,41.8233,72.7558,49.9832,62.6922,1.6665,48.8137,0.5822,38.1855,72.8522,90.1223,3.9988,92.7443,34.0944,14.7193,7.8737,6.6661,9.8493,0.0,26.9001,7.2557,9.2026,26.9001,88.6454,NORMAL
115.0,41.1905,76.0065,52.1724,63.5401,2.3534,51.2527,0.6223,38.8056,77.2338,89.2489,3.7432,90.9815,37.6704,13.5823,17.1613,9.4137,5.0723,0.0,21.9843,9.0185,10.0499,21.9843,88.1913,NORMAL
116.0,42.4584,75.2006,50.8177,64.1898,2.3527,51.0577,0.6444,35.0801,73.0849,92.9688,3.3931,89.6093,37.1072,13.9505,14.8588,9.4109,6.9843,0.0,15.2518,10.3907,9.0092,15.2518,89.7706,NORMAL
117.0,42.3503,77.8289,53.5857,64.2683,2.4334,50.5576,0.5871,38.3643,74.0101,91.8278,3.8171,88.743,35.6028,14.9548,22.3684,9.7335,1.0164,0.0,23.406,11.257,10.9293,23.406,87.1983,NORMAL
118.0,44.7305,74.1817,51.8786,64.8387,2.2464,48.7473,0.6154,34.9989,80.5276,93.7042,3.0358,90.3222,32.8542,15.893,11.9478,8.9858,21.3322,0.0,8.3799,9.6778,9.3801,21.3322,88.9133,NORMAL
119.0,42.298,76.7131,52.5604,66.4767,2.3006,46.0971,0.5934,40.2957,76.1461,92.0813,3.5756,88.1124,31.3031,14.794,19.1804,9.2026,8.9758,0.0,18.7616,11.8876,10.7917,19.1804,87.6739,NORMAL
120.0,41.3175,76.2343,53.9607,66.684,2.4821,50.7062,0.6114,34.4502,76.6175,91.7231,3.3684,88.1684,36.8563,13.8499,17.8123,9.9285,8.4551,0.0,14.7761,11.8316,9.9463,17.8123,88.6287,NORMAL
121.0,43.0872,77.8666,52.9353,63.0449,2.6991,48.0134,0.6473,39.4476,76.7714,93.4617,3.883,89.7096,33.7415,14.2719,22.476,10.7964,10.3465,0.0,24.6738,10.2904,12.6157,24.6738,85.4104,NORMAL
122.0,43.1948,79.7542,52.2267,66.0477,2.363,50.4828,0.6154,35.5489,76.8892,91.8491,3.4896,92.1873,35.5607,14.9221,27.8691,9.452,5.1543,0.0,17.1083,7.8127,11.0713,27.8691,86.6992,NORMAL
123.0,44.802,79.8398,53.3411,66.6529,2.3157,47.7651,0.5469,40.958,74.8354,91.046,3.8119,90.0281,30.2199,17.5452,28.1137,9.2626,17.9423,0.0,23.3052,9.9719,14.2519,28.1137,83.499,NORMAL
124.0,44.0399,80.3477,53.7184,65.5171,2.5416,46.787,0.6137,38.1822,77.9339,93.76,4.0202,90.0527,31.299,15.488,29.5649,10.1662,11.4833,0.0,27.3119,9.9473,14.336,29.5649,83.2988,NORMAL
125.0,43.2991,81.0566,52.8325,67.8142,1.6356,50.744,0.637,35.0339,75.1037,91.1437,3.7088,91.6739,36.1621,14.5818,31.5904,6.5424,8.5088,0.0,21.3239,8.3261,12.4857,31.5904,84.987,NORMAL
126.0,44.7325,82.0867,54.1404,69.4189,2.7147,50.4653,0.5934,36.0863,76.9648,89.9437,3.7265,89.6213,34.0963,16.369,34.5333,10.8587,19.2688,0.0,21.6634,10.3787,15.6639,34.5333,81.5734,NORMAL
127.0,40.8589,81.2264,54.0123,67.5329,2.4997,51.7383,0.6299,38.7564,74.7855,89.0272,3.7963,92.2238,38.4777,13.2606,32.0754,9.999,18.4895,0.0,23.0065,7.7762,14.861,32.0754,82.573,NORMAL
128.0,41.4214,83.8779,55.8214,69.4045,2.5179,56.5624,0.5794,39.361,70.7116,91.7868,3.828,89.5827,42.0397,14.5227,39.6513,10.0714,2.4688,0.0,23.6146,10.4173,14.2481,39.6513,82.5798,NORMAL
129.0,40.7685,84.4172,55.3296,68.6002,2.9323,50.8575,0.5556,37.1743,73.6254,92.6989,3.2486,91.8821,36.2614,14.5961,41.1919,11.7293,5.6926,0.0,12.4727,8.1179,13.2322,41.1919,83.4725,NORMAL
130.0,41.2245,84.6754,55.3527,69.2913,1.6212,51.5181,0.6045,37.4636,80.9699,90.3811,3.7728,91.3193,37.599,13.9192,41.9296,6.4849,2.7861,0.0,22.5546,8.6807,13.7181,41.9296,82.9275,NORMAL
131.0,39.5048,85.4717,55.8201,71.8871,1.6118,46.8838,0.5477,38.9479,76.7961,93.0046,3.7873,92.6404,32.9345,13.9493,44.2049,6.4471,14.4801,0.0,22.8322,7.3596,15.7612,44.2049,80.7024,NORMAL
132.0,41.9427,85.7493,56.4247,70.313,2.6232,46.3257,0.5934,37.7502,72.1742,86.1929,3.9751,86.2985,31.7535,14.5722,44.9981,10.4928,14.8269,0.0,26.4437,13.7015,17.9826,44.9981,78.4175,NORMAL
133.0,40.3257,88.4247,57.0871,71.7629,2.4968,55.021,0.6394,34.9534,72.6985,89.7288,3.7269,89.8639,42.218,12.803,52.642,9.9872,6.93,0.0,21.672,10.1361,16.8967,52.642,78.8919,NORMAL
134.0,38.1264,86.4663,55.9401,69.8739,2.5766,47.6043,0.5437,35.9667,76.5575,89.977,3.8217,93.667,34.4418,13.1625,47.0467,10.3063,15.5998,0.0,23.4938,6.333,17.0794,47.0467,79.1568,NORMAL
135.0,38.2813,86.7899,56.2101,74.0513,2.292,47.3611,0.5628,38.1137,80.6758,88.627,3.3134,86.9932,34.463,12.8981,47.9711,9.1682,4.9139,0.0,13.7185,13.0068,14.6862,47.9711,81.4761,NORMAL
136.0,39.6327,86.841,58.4493,73.2349,2.799,50.5095,0.5705,40.1236,74.5878,94.731,3.6338,89.8583,36.9301,13.5795,48.1171,11.1958,10.1852,0.0,19.8812,10.1417,16.4901,48.1171,79.6605,NORMAL
137.0,39.8353,87.0927,57.3914,72.8923,2.9197,50.5058,0.5999,40.9723,78.7126,89.7742,3.5661,86.7136,37.3367,13.1691,48.8363,11.6787,9.1662,0.0,18.5779,13.2864,16.7177,48.8363,79.3754,NORMAL
138.0,40.9078,87.4236,56.7947,74.0924,2.7178,48.2338,0.5912,39.3456,76.5307,89.0958,4.2306,90.1893,34.2603,13.9735,49.7818,10.8712,19.8612,0.0,31.3586,9.8107,19.9827,49.7818,76.0348,NORMAL
139.0,41.6297,88.4354,58.7766,72.5484,2.3826,50.2065,0.6445,38.4058,77.2833,89.9155,3.9387,86.7503,36.7401,13.4664,52.6726,9.5305,23.9062,0.0,25.7441,13.2497,20.3962,52.6726,75.39,NORMAL
140.0,37.5611,90.0016,59.1014,75.5816,1.5515,55.0045,0.6315,39.372,71.4566,85.8528,3.6389,88.0437,43.6102,11.3944,57.1473,6.2062,17.8671,0.0,19.9784,11.9563,18.6529,57.1473,76.7753,NORMAL
141.0,35.0245,91.0714,57.6139,74.5154,2.8462,49.1081,0.6182,36.5826,79.4479,87.9255,3.3189,91.0188,38.8714,10.2367,60.204,11.3846,16.5835,0.0,13.8249,8.9812,18.5494,60.204,76.6343,WATCH
142.0,32.8577,91.315,59.5053,75.075,3.0498,47.5691,0.6081,37.6498,75.1823,91.3377,3.7109,87.8894,38.3052,9.2639,60.8999,12.1991,23.0312,0.0,21.3642,12.1106,21.3621,60.8999,73.7659,WATCH
143.0,35.6595,90.9178,60.2679,75.2267,2.7901,54.816,0.616,36.3468,79.3236,88.2182,3.5324,88.1075,44.2214,10.5946,59.7653,11.1602,11.7954,0.0,17.93,11.8925,18.7202,59.7653,76.4986,WATCH
144.0,33.6036,93.4992,60.2501,75.5764,2.1042,53.7169,0.5788,35.5349,74.6328,87.6594,3.4905,88.723,43.7114,10.0055,67.1404,8.4166,14.0049,0.0,17.1241,11.277,19.7099,67.1404,74.9188,WATCH
145.0,33.6376,93.8883,60.7892,77.2899,2.8032,50.6437,0.6309,38.7353,76.2623,91.7358,4.1662,86.7494,41.2551,9.3886,68.2522,11.2128,4.6701,0.0,30.1195,13.2506,21.3013,68.2522,73.2386,WATCH
146.0,32.8652,93.391,59.2639,77.2889,2.8872,48.037,0.5724,38.4737,76.8971,91.8384,3.7698,90.8337,38.3339,9.7031,66.8315,11.549,9.5968,0.0,22.4971,9.1663,20.132,66.8315,74.5215,WATCH
147.0,33.0586,93.3804,61.1332,78.122,3.2015,50.8405,0.6314,39.511,74.9433,90.124,3.9755,87.2246,41.738,9.1025,66.8011,12.8059,4.2859,0.0,26.4514,12.7754,20.6094,66.8011,74.0466,WATCH
148.0,34.3169,95.403,60.8705,77.8983,2.1058,53.2134,0.6426,39.2595,76.7246,88.1781,3.7074,89.1848,43.6225,9.5909,72.58,8.423,9.4534,0.0,21.2956,10.8152,20.6194,72.58,73.5742,WATCH
149.0,32.6529,95.5511,61.0161,78.8566,2.3981,57.1895,0.6139,38.6828,74.954,88.5273,4.0434,88.2388,48.0919,9.0975,73.0032,9.5924,6.4506,0.0,27.7569,11.7612,21.5913,73.0032,72.5684,WATCH
150.0,31.8629,59.5267,44.2024,52.8889,2.8363,50.909,0.603,39.3395,73.5302,89.7677,3.8405,91.0069,42.0747,8.8343,0.0,11.3451,5.1701,0.0,23.855,8.9931,7.6002,23.855,90.4914,NORMAL
151.0,30.3341,61.1216,44.7187,55.5013,2.5258,54.1025,0.621,38.1684,80.7857,89.4548,3.5652,91.4053,46.1683,7.9342,0.0,10.1033,14.1881,0.0,18.5613,8.5947,7.847,18.5613,90.6681,NORMAL
152.0,29.1883,61.4561,44.9709,51.6671,1.9972,56.7293,0.5238,39.1056,78.7225,89.4718,3.8758,93.4234,48.306,8.4233,0.0,7.9888,17.9719,0.0,24.5344,6.5766,8.7686,24.5344,89.2687,NORMAL
153.0,30.6533,60.0004,44.5082,54.4591,2.6866,47.9178,0.6195,36.8523,74.2394,90.1728,3.4161,91.5802,39.8239,8.0939,0.0,10.7463,11.6193,0.0,15.6935,8.4198,7.0911,15.6935,91.6534,NORMAL
154.0,31.1143,61.246,43.1953,54.5289,2.7604,58.5303,0.6078,39.0674,77.297,89.3233,4.1456,94.1691,50.1052,8.4251,0.0,11.0416,5.0632,0.0,29.7238,5.8309,8.0921,29.7238,89.53,NORMAL
155.0,33.5756,59.2105,43.581,52.2712,2.5396,52.2579,0.6104,39.6869,73.1035,88.3139,4.0414,91.6365,42.6636,9.5943,0.0,10.1583,17.701,0.0,27.7187,8.3635,9.8207,27.7187,87.9618,NORMAL
156.0,31.2499,62.4978,43.9234,55.3148,2.5988,57.186,0.634,37.0315,72.8927,91.8671,4.0572,94.4451,48.9581,8.2279,0.0,10.3953,10.8912,0.0,28.0237,5.5549,8.5512,28.0237,89.2069,NORMAL
157.0,32.4665,62.3299,43.3123,54.0429,2.3836,57.3229,0.6114,38.494,78.934,91.9448,3.3907,95.0761,48.2879,9.0349,0.0,9.5343,7.4743,0.0,15.2061,4.9239,5.7658,15.2061,93.0177,NORMAL
158.0,30.4703,60.4674,43.2914,53.9801,3.1652,60.2368,0.5803,37.1613,71.2799,94.7052,3.5438,90.4642,51.8286,8.4081,0.0,12.6609,14.1307,0.0,18.15,9.5358,8.3203,18.15,90.2278,NORMAL
159.0,29.6434,61.1446,43.8858,52.9982,2.0947,59.0429,0.6112,37.3725,79.0841,90.2025,3.3717,94.2861,51.3298,7.7131,0.0,8.3788,14.479,0.0,14.8407,5.7139,6.6564,14.8407,92.1563,NORMAL
160.0,30.1368,57.7546,43.0622,52.714,2.2357,50.6716,0.6184,36.1913,76.0415,92.1003,3.675,94.6707,42.8024,7.8692,0.0,8.9428,11.6164,0.0,20.6733,5.3293,7.21,20.6733,91.1362,NORMAL
161.0,30.7085,59.1971,42.4307,52.6826,2.5049,55.8683,0.6207,40.9872,74.1507,92.0743,3.9173,92.4804,47.7611,8.1072,0.0,10.0198,10.1544,0.0,25.3324,7.5196,8.1821,25.3324,89.7913,NORMAL
162.0,34.9869,60.1705,42.6859,53.2432,2.8955,59.0616,0.6231,40.6003,76.1771,90.8553,3.7513,91.6348,48.9062,10.1554,0.0,11.5821,26.7413,0.0,22.1398,8.3652,10.5263,26.7413,87.3344,NORMAL
163.0,31.1842,59.1749,43.6018,54.2142,1.8262,58.491,0.6504,39.5558,77.1302,93.0869,3.4786,94.5808,50.4456,8.0454,0.0,7.3047,22.7371,0.0,16.8958,5.4192,8.006,22.7371,90.175,NORMAL
164.0,33.8753,61.2574,43.0068,52.9546,1.9104,60.9417,0.5877,42.4362,71.6978,93.1302,3.7414,93.6551,50.9102,10.0316,0.0,7.6415,12.9945,0.0,21.9498,6.3449,7.5216,21.9498,90.7224,NORMAL
165.0,31.8404,62.7358,43.2836,51.8219,1.583,62.3134,0.6266,38.123,78.1415,92.3066,3.6161,92.2762,53.7392,8.5742,0.0,6.3321,14.7576,0.0,19.5405,7.7238,7.3434,19.5405,91.0933,NORMAL
166.0,34.843,58.8662,43.5543,53.5177,2.5147,62.2098,0.6611,44.5735,73.6192,90.9355,4.0168,94.1309,52.5681,9.6417,0.0,10.0589,16.5541,0.0,27.2456,5.8691,9.2567,27.2456,88.5636,NORMAL
167.0,34.5383,59.2126,42.5882,53.5743,1.9968,60.1831,0.5715,38.0624,72.2456,90.8457,3.7263,90.8629,49.5752,10.6079,0.0,7.987,3.1641,0.0,21.6599,9.1371,6.3945,21.6599,91.8728,NORMAL
168.0,34.2617,60.4398,43.581,53.2675,2.327,55.7299,0.63,39.0341,75.0961,88.7526,4.2284,91.928,46.023,9.7069,0.0,9.3078,2.5812,0.0,31.3163,8.072,7.9488,31.3163,89.5459,NORMAL
169.0,34.9213,62.0307,43.2167,53.3179,2.7976,60.3465,0.6082,37.7333,80.2958,89.7727,3.5968,91.8274,50.036,10.3105,0.0,11.1905,3.1521,0.0,19.1694,8.1726,6.423,19.1694,92.0434,NORMAL
170.0,34.5692,58.571,41.7404,52.2611,2.2113,63.4064,0.6158,39.2776,80.5332,90.2695,3.9396,92.7148,53.3741,10.0323,0.0,8.8452,6.4109,0.0,25.7619,7.2852,7.4614,25.7619,90.4776,NORMAL
171.0,36.6227,60.2775,44.1264,51.5625,2.6041,59.3302,0.601,40.2072,77.265,89.1792,3.734,86.8474,48.0104,11.3198,0.0,10.4163,9.5986,0.0,21.8077,13.1526,8.2781,21.8077,89.9773,NORMAL
172.0,35.8726,62.1056,42.3548,51.5828,2.3653,64.9387,0.6243,38.3101,72.3387,92.3595,3.8904,90.6957,54.3408,10.5979,0.0,9.4612,5.7122,0.0,24.8163,9.3043,7.5524,24.8163,90.4623,NORMAL
173.0,35.299,57.8797,41.2936,50.775,2.8025,66.212,0.6858,42.0924,75.793,93.7767,3.8283,90.8413,56.6158,9.5962,0.0,11.2098,10.2477,0.0,23.6219,9.1587,8.3214,23.6219,89.7889,NORMAL
174.0,35.7194,58.2668,41.8211,52.6068,2.7138,64.3073,0.5939,39.0171,78.1654,89.5868,3.3797,95.3461,53.3786,10.9287,0.0,10.8552,9.8012,0.0,14.9948,4.6539,6.2732,14.9948,92.5272,NORMAL
175.0,38.2272,59.2385,41.8217,52.2459,2.1886,55.1727,0.5981,39.0787,77.764,92.0854,4.0043,92.3655,42.9087,12.2639,0.0,8.7545,10.7436,0.0,27.0058,7.6345,8.3369,27.0058,89.5026,NORMAL
176.0,40.652,59.0655,42.7674,51.8489,2.4241,60.9637,0.5954,36.7177,78.9334,89.3985,3.5991,90.2156,47.2252,13.7385,0.0,9.6964,20.384,0.0,19.2143,9.7844,8.9544,20.384,89.4149,NORMAL
177.0,39.0952,60.6093,42.4544,49.2928,2.9697,70.8867,0.6876,39.3697,76.5545,90.7368,3.9529,89.3287,59.4302,11.4565,0.0,11.8787,7.6885,0.0,26.0166,10.6713,8.6159,26.0166,89.3028,NORMAL
178.0,39.1052,59.8688,42.3788,50.9608,2.677,64.0143,0.6233,38.2607,75.7133,90.0304,3.6254,89.4559,51.6499,12.3644,0.0,10.7081,0.8202,0.0,19.7183,10.5441,6.3636,19.7183,92.0589,NORMAL
179.0,40.0379,57.3941,43.2215,53.2887,1.8714,60.1222,0.6378,37.3074,74.5058,92.7921,3.6655,90.8708,47.4569,12.6653,0.0,7.4855,7.686,0.0,20.4908,9.1292,6.7995,20.4908,91.5613,NORMAL
180.0,41.7961,60.0884,42.9523,51.4631,2.795,70.1956,0.6279,36.9652,70.7808,90.0275,3.7145,93.8783,56.3509,13.8446,0.0,11.1801,17.1355,0.0,21.433,6.1217,8.6348,21.433,89.6505,NORMAL
181.0,40.5654,58.7235,42.9142,52.4483,2.0119,66.9389,0.613,43.855,74.5998,93.5807,4.2398,89.6154,53.5653,13.3736,0.0,8.0477,7.3069,0.0,31.535,10.3846,8.7559,31.535,88.7213,NORMAL
182.0,39.9323,60.8932,42.9827,50.6572,3.1356,70.6159,0.6358,37.9771,76.6078,90.8187,3.79,95.1667,57.9789,12.637,0.0,12.5425,3.8097,0.0,22.8847,4.8333,6.9452,22.8847,91.224,NORMAL
183.0,42.2629,58.5589,43.1532,53.4469,3.6764,68.527,0.718,35.5817,78.7284,89.892,3.6499,94.6171,55.809,12.7179,0.0,14.7056,17.2344,0.0,20.1902,5.3829,8.9615,20.1902,89.4233,NORMAL
184.0,41.4771,58.497,40.6872,51.8246,5.4439,69.4589,0.6875,37.0901,72.4095,88.2957,4.2081,92.2904,56.738,12.7209,0.0,21.4205,5.9429,0.0,30.9241,7.7096,10.4059,30.9241,87.1201,NORMAL
185.0,43.1457,59.86,42.2428,52.2194,8.7215,69.5511,0.6217,38.3734,77.8182,90.5877,3.9588,89.8978,54.779,14.7721,0.0,31.9088,17.3203,0.0,26.1299,10.1022,13.4156,31.9088,84.0317,NORMAL
186.0,41.3272,60.0767,40.5959,54.216,12.9059,70.9246,0.6682,39.5591,81.5488,90.9511,3.7839,92.3516,58.003,12.9215,0.0,45.299,9.2404,0.0,22.7671,7.6484,13.6474,45.299,82.7286,NORMAL
187.0,39.3886,59.6504,42.5786,53.3678,18.3701,76.025,0.6254,39.5639,75.6185,88.5052,3.5888,91.1163,63.5338,12.4912,0.0,62.7844,14.4221,0.0,19.015,8.8837,16.9451,62.7844,78.0321,WATCH
188.0,39.1783,57.0423,42.5309,51.5062,23.3331,72.4565,0.5986,39.7952,75.101,91.3444,3.6862,90.4584,59.6521,12.8044,0.0,71.6665,9.2497,0.0,20.8881,9.5416,18.0578,71.6665,76.2088,WATCH
189.0,43.3567,59.664,43.4658,51.1812,29.0412,65.1428,0.6841,37.1393,77.3285,88.4705,3.5129,92.3816,51.3255,13.8173,0.0,77.9453,27.6066,0.0,17.555,7.6184,21.1147,77.9453,72.6497,WARNING
190.0,43.3734,57.7314,43.5844,51.4108,34.3924,71.5534,0.6899,39.0963,81.6766,83.8186,3.9785,89.5612,57.818,13.7354,0.0,83.8316,13.4561,0.0,26.5099,10.4388,21.764,83.8316,71.5295,WARNING
191.0,40.5903,59.2101,42.6895,52.2085,38.0964,73.9562,0.6881,36.6489,73.5365,82.9827,4.0575,96.3365,61.7216,12.2346,0.0,87.9061,10.2417,0.0,28.0292,3.6635,21.4046,87.9061,71.5629,WARNING
192.0,40.1564,57.1755,42.0491,51.556,41.4092,74.4465,0.6443,37.1467,77.008,83.8294,3.5879,96.9165,61.8154,12.6311,0.0,91.5502,4.162,0.0,18.9975,3.0835,19.5975,91.5502,73.0785,CRITICAL
193.0,42.5641,59.3768,42.9293,51.2289,43.247,69.853,0.6551,36.535,74.2563,80.8096,4.0177,91.1068,56.0207,13.8323,0.0,93.5717,19.046,0.0,27.2629,8.8932,24.1933,93.5717,68.3209,CRITICAL
194.0,38.7718,57.8316,42.0117,53.0546,44.021,74.9097,0.6843,35.9774,75.2485,84.648,3.5478,92.9329,63.5774,11.3323,0.0,94.4231,21.6635,0.0,18.2278,7.0671,23.0659,94.4231,69.3802,CRITICAL
195.0,38.8555,57.2198,42.4807,51.4369,42.9617,74.4671,0.6752,40.4657,74.8556,83.2716,4.1246,92.3141,62.9754,11.4917,0.0,93.2578,5.8537,0.0,29.3197,7.6859,22.3453,93.2578,70.194,CRITICAL
196.0,40.7832,59.576,43.3655,53.8147,42.015,79.6572,0.6534,39.6971,79.3692,83.2696,3.5796,89.5209,66.8139,12.8433,0.0,92.2165,11.8771,0.0,18.8392,10.4791,21.7301,92.2165,70.8926,CRITICAL
197.0,39.0975,58.971,41.9729,51.5703,39.1633,69.9318,0.6184,40.2553,80.4958,84.758,3.9982,92.444,57.495,12.4368,0.0,89.0796,8.9081,0.0,26.8889,7.556,21.6887,89.0796,71.185,WARNING
198.0,39.4083,57.907,43.1979,53.2298,34.6414,70.8878,0.6721,38.3621,77.2323,87.8246,3.8959,93.1012,59.064,11.8238,0.0,84.1055,1.6623,0.0,24.9217,6.8988,19.3626,84.1055,73.9089,WARNING
199.0,38.9557,60.3491,43.0813,51.7671,28.2035,71.7055,0.7029,39.8181,74.1466,86.1371,4.46,94.1924,60.5089,11.1966,0.0,77.0238,2.7235,0.0,35.7701,5.8076,19.9227,77.0238,73.9154,WARNING
200.0,39.435,58.044,41.6121,52.3385,23.8262,71.3525,0.6363,34.7225,84.8948,86.5322,3.6087,97.7668,59.003,12.3495,0.0,72.2088,4.5272,0.0,19.398,2.2332,16.3262,72.2088,77.8971,WATCH
201.0,40.7248,58.5776,43.3486,50.6171,18.7047,70.3376,0.6932,39.9513,73.9378,90.9024,3.8081,92.1424,58.1009,12.2367,0.0,63.8552,14.1714,0.0,23.2321,7.8576,17.6411,63.8552,77.2504,WATCH
202.0,38.6921,58.8294,43.1025,50.4547,12.7944,64.889,0.6859,38.559,74.0918,91.1203,4.0061,93.0278,53.6178,11.2712,0.0,44.9422,7.6308,0.0,27.0397,6.9722,13.9478,44.9422,82.4568,NORMAL
203.0,39.3016,57.7319,42.5681,51.7354,8.6964,72.027,0.7003,39.4382,70.1111,89.4448,3.7511,92.4961,60.623,11.404,0.0,31.8285,6.5826,0.0,22.1367,7.5039,10.8406,31.8285,86.6131,NORMAL
204.0,35.3932,59.0109,41.7939,52.232,4.4099,74.5777,0.7058,38.9229,79.8407,91.0402,3.4321,87.0783,65.1396,9.4381,0.0,17.6397,29.0724,0.0,16.0015,12.9217,11.4704,29.0724,86.2038,NORMAL
205.0,38.0914,57.7767,41.7113,51.252,3.3356,72.1127,0.6607,36.1672,79.7145,91.6569,3.5778,95.7073,60.8303,11.2824,0.0,13.3424,11.1895,0.0,18.8036,4.2927,7.4703,18.8036,91.0254,NORMAL
206.0,36.9119,57.8956,42.0062,49.8941,2.0214,79.5054,0.6349,35.1234,84.5016,92.2789,2.7953,93.0753,68.5021,11.0033,0.0,8.0856,11.6605,0.0,3.7549,6.9247,4.5554,11.6605,94.5118,NORMAL
207.0,36.359,59.9987,42.985,49.7896,2.5898,73.8302,0.6693,36.6731,72.4287,88.717,3.8682,95.0144,63.5373,10.293,0.0,10.3593,12.5879,0.0,24.3878,4.9856,8.1496,24.3878,89.8994,NORMAL
208.0,36.852,57.0902,41.6441,49.6927,1.7975,77.7378,0.7139,39.2046,79.9086,88.5196,3.5103,90.6529,67.6971,10.0407,0.0,7.1898,10.6558,0.0,17.5062,9.3471,6.7433,17.5062,91.8562,NORMAL
209.0,37.6752,55.4203,42.9064,49.3228,2.7443,74.7074,0.6729,39.4322,75.6489,89.6215,3.8811,91.1104,63.7951,10.9123,0.0,10.9771,8.1747,0.0,24.6372,8.8896,8.101,24.6372,89.928,NORMAL
210.0,39.5342,60.2268,41.4045,51.1711,2.961,76.4444,0.6703,35.2931,79.5952,89.4191,3.3038,91.8802,64.5285,11.9159,0.0,11.8441,10.5184,0.0,13.5354,8.1198,6.7313,13.5354,92.1859,NORMAL
211.0,36.5528,61.3324,42.3489,52.1584,2.1476,74.8285,0.6384,36.0435,71.9184,90.2399,3.9105,95.7678,64.0595,10.769,0.0,8.5903,22.0542,0.0,25.2014,4.2322,9.3086,25.2014,88.6753,NORMAL
212.0,38.66,57.7677,42.6427,50.9924,1.9884,78.1063,0.7476,36.5358,81.0592,92.832,3.4407,94.4996,67.5594,10.5469,0.0,7.9535,9.4726,0.0,16.1667,5.5004,6.0197,16.1667,92.687,NORMAL
213.0,38.1962,55.9122,44.7571,48.7184,1.5298,74.1605,0.7218,37.244,78.7171,91.3256,3.9065,90.2924,63.5588,10.6017,0.0,6.1192,6.9534,0.0,25.1258,9.7076,7.2683,25.1258,90.7216,NORMAL
214.0,38.7215,57.8476,41.3303,50.7618,2.3801,75.4573,0.7221,35.2107,77.0948,91.8692,3.5478,88.407,64.6027,10.8546,0.0,9.5205,6.3579,0.0,18.2275,11.593,6.8797,18.2275,91.6621,NORMAL
215.0,40.9384,57.8619,43.9091,50.7642,2.2383,75.0278,0.7301,35.0667,79.2073,89.059,3.3868,92.4941,63.1569,11.8709,0.0,8.9531,12.8951,0.0,15.13,7.5059,6.7778,15.13,92.0118,NORMAL
216.0,40.6886,57.9641,42.7345,52.9981,1.802,73.0074,0.7204,36.2431,74.4814,90.6803,3.668,90.7189,61.1436,11.8639,0.0,7.2082,2.3267,0.0,20.5386,9.2811,5.9743,20.5386,92.3826,NORMAL
217.0,42.2526,56.8441,42.9861,49.4207,2.7039,75.0145,0.6978,38.0352,74.2869,92.5797,3.4533,91.8233,62.0183,12.9962,0.0,10.8154,11.4756,0.0,16.4088,8.1767,7.1666,16.4088,91.5207,NORMAL
218.0,40.6502,58.8653,42.7399,50.4637,2.2975,80.4137,0.7023,35.4772,75.7092,92.6845,3.6701,90.596,68.3368,12.0769,0.0,9.1901,11.145,0.0,20.5789,9.404,7.6552,20.5789,90.6985,NORMAL
219.0,40.4166,58.7903,43.052,52.5375,2.0159,72.7943,0.6964,37.5826,70.6571,90.1074,4.0645,90.611,60.7628,12.0315,0.0,8.0637,9.546,0.0,28.1644,9.389,8.4357,28.1644,89.3112,NORMAL
220.0,41.6362,56.3603,42.5328,51.2596,2.2504,74.7429,0.7903,39.907,77.8243,91.8282,4.2767,88.8232,63.2253,11.5176,0.0,9.0018,9.0462,0.0,32.2439,11.1768,9.3875,32.2439,88.033,NORMAL
221.0,42.8778,58.9868,44.0,51.3516,2.9821,77.1212,0.7301,35.162,80.8067,95.7416,3.1535,93.0791,64.2398,12.8814,0.0,11.9283,12.5955,0.0,10.6446,6.9209,6.4508,12.5955,92.5416,NORMAL
222.0,43.3996,60.6067,42.3018,50.8824,2.7713,76.6163,0.7016,37.3285,74.218,91.3551,3.6999,91.1467,63.044,13.5723,0.0,11.0853,19.8958,0.0,21.1514,8.8533,9.3155,21.1514,88.9924,NORMAL
223.0,42.2689,58.3471,43.7539,51.078,2.4415,73.0631,0.7316,39.7667,76.3426,90.0765,3.7084,91.3916,60.5228,12.5403,0.0,9.766,23.7686,0.0,21.3153,8.6084,9.6689,23.7686,88.4296,NORMAL
224.0,44.5636,57.7347,42.1781,51.5067,2.7786,65.695,0.6894,36.8565,75.7237,91.0412,3.7416,91.1187,51.271,14.4239,0.0,11.1144,47.1031,0.0,21.9531,8.8813,13.5332,47.1031,82.6986,NORMAL
225.0,45.4162,57.9695,42.7279,49.9015,1.9776,74.1976,0.767,36.5216,77.6457,91.7493,3.6739,92.4138,60.4672,13.7304,0.0,7.9104,54.818,0.0,20.6513,7.5862,13.782,54.818,81.8325,NORMAL
